
mysql> select * from constituent_financials_csv;
+--------+----------------------------------------+----------------------------+-------+---------------+----------------+----------------+-----------+-------------+--------------+-------------+------------+------------+---------------------------------------------------------------------+
| symbol | name                                   | sector                     | price | price_earning | dividend_yeald | earning_sector | 5_weeklow | 52_weekhigh | market_cap   | ebitda      | price_sale | price_book | sec_filling                                                         |
| PPG    | PPG Industries                         | Materials                  |   110 |            19 |              2 |              6 |       122 |         100 |  29043337549 |  2585000000 |          2 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPG   |
| PPL    | PPL Corp.                              | Utilities                  |    30 |            13 |              5 |              3 |        40 |          29 |  20839814845 |  3937000000 |          4 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL   |
| PX     | Praxair Inc.                           | Materials                  |   144 |            25 |              2 |              4 |       167 |         116 |  42948664203 |  3632000000 |          4 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PX    |
| PCLN   | Priceline.com Inc                      | Consumer Discretionary     |  1806 |            24 |              0 |             43 |      2068 |        1589 |  91817448863 |  4803487000 |          9 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCLN  |
| PFG    | Principal Financial Group              | Financials                 |    60 |            12 |              3 |              5 |        76 |          59 |  18457199721 |           0 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFG   |
| PG     | Procter & Gamble                       | Consumer Staples           |    80 |            20 |              3 |              6 |        95 |          80 | 206319000000 | 17249000000 |          3 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG    |
| PGR    | Progressive Corp.                      | Financials                 |    51 |            21 |              2 |              3 |        58 |          37 |  31062780000 |           0 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR   |
| PLD    | Prologis                               | Real Estate                |    58 |            21 |              3 |              3 |        68 |          49 |  31953288000 |  2969194000 |         14 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD   |
| PRU    | Prudential Financial                   | Financials                 |   103 |            10 |              3 |             10 |       127 |          98 |  47136080000 |           0 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRU   |
| PEG    | Public Serv. Enterprise Inc.           | Utilities                  |    47 |            16 |              4 |              2 |        53 |          42 |  24138050331 |  3613000000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG   |
| PSA    | Public Storage                         | Real Estate                |   180 |            18 |              4 |              7 |       232 |         181 |  32258539942 |  1924803000 |         16 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA   |
| PHM    | Pulte Homes Inc.                       | Consumer Discretionary     |    29 |            13 |              1 |              1 |        35 |          21 |   8792572352 |   992811000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHM   |
| PVH    | PVH Corp.                              | Consumer Discretionary     |   143 |            21 |              0 |              7 |       158 |          85 |  11478625926 |  1057500000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PVH   |
| QRVO   | Qorvo                                  | Information Technology     |    77 |            20 |              0 |              0 |        85 |          63 |   9877885146 |   806875000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO  |
| QCOM   | QUALCOMM Inc.                          | Information Technology     |    62 |            17 |              4 |              2 |        69 |          49 |  96282828902 |  4191000000 |          4 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM  |
| PWR    | Quanta Services Inc.                   | Industrials                |    34 |            18 |              0 |              1 |        40 |          30 |   5330131216 |   649404000 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR   |
| DGX    | Quest Diagnostics                      | Health Care                |    96 |            17 |              2 |              6 |       113 |          90 |  13578300000 |  1453000000 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX   |
| RRC    | Range Resources Corp.                  | Energy                     |    13 |            36 |              1 |             -3 |        34 |          13 |   3255587970 |   820095000 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RRC   |
| RJF    | Raymond James Financial Inc.           | Financials                 |    86 |            17 |              1 |              4 |        99 |          71 |  13216271700 |           0 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF   |
| RTN    | Raytheon Co.                           | Industrials                |   199 |            26 |              2 |              7 |       213 |         148 |  59066255840 |  3868000000 |          2 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RTN   |
| O      | Realty Income Corporation              | Real Estate                |    48 |            16 |              5 |              1 |        64 |          49 |  13784942453 |  1075568000 |         16 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O     |
| RHT    | Red Hat Inc.                           | Information Technology     |   125 |            80 |              0 |              2 |       136 |          78 |  22799923883 |   541809000 |          8 |         16 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHT   |
| REG    | Regency Centers Corporation            | Real Estate                |    56 |            15 |              4 |              1 |        72 |          57 |   9858367494 |   487636000 |         14 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG   |
| REGN   | Regeneron                              | Health Care                |   323 |            28 |              0 |              8 |       544 |         320 |  35950369241 |  2043160000 |          8 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN  |
| RF     | Regions Financial Corp.                | Financials                 |    18 |            18 |              2 |              1 |        20 |          13 |  21500640000 |           0 |          3 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF    |
| RSG    | Republic Services Inc                  | Industrials                |    63 |            26 |              2 |              2 |        69 |          58 |  21590903863 |  2734000000 |          3 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG   |
| RMD    | ResMed                                 | Health Care                |    89 |            32 |              2 |              2 |       105 |          67 |  13233622689 |   636942000 |          6 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD   |
| RHI    | Robert Half International              | Industrials                |    52 |            20 |              2 |              2 |        61 |          43 |   7047165475 |   565196000 |          1 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHI   |
| ROK    | Rockwell Automation Inc.               | Industrials                |   179 |            26 |              2 |              6 |       211 |         148 |  24123216432 |  1323200000 |          4 |         11 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROK   |
| COL    | Rockwell Collins                       | Industrials                |   133 |            22 |              1 |              5 |       140 |          90 |  22197870556 |  1696000000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COL   |
| ROP    | Roper Technologies                     | Industrials                |   259 |            28 |              1 |              9 |       290 |         191 |  27247789759 |  1555209000 |          6 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP   |
| ROST   | Ross Stores                            | Consumer Discretionary     |    75 |            27 |              1 |              3 |        86 |          53 |  29803566306 |  2247009000 |          3 |         10 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST  |
| RCL    | Royal Caribbean Cruises Ltd            | Consumer Discretionary     |   122 |            16 |              2 |              8 |       136 |          93 |  27418147452 |  2876309000 |          3 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL   |
| SPGI   | S&P Global, Inc.                       | Financials                 |   173 |            27 |              1 |              8 |       185 |         125 |  46585950000 |  3021000000 |         10 |         51 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI  |
| CRM    | Salesforce.com                         | Information Technology     |   104 |           520 |              0 |              0 |       115 |          80 |  79489115000 |   925804000 |         10 |          9 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM   |
| SBAC   | SBA Communications                     | Real Estate                |   160 |           200 |              0 |              1 |       178 |         104 |  19572031314 |  1074240000 |         15 |         91 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC  |
| SCG    | SCANA Corp                             | Utilities                  |    36 |             9 |              7 |              4 |        71 |          35 |   5229448882 |  1459000000 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCG   |
| SLB    | Schlumberger Ltd.                      | Energy                     |    67 |            45 |              3 |             -1 |        83 |          61 |  96529311126 |  3222000000 |          3 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLB   |
| SNI    | Scripps Networks Interactive Inc.      | Consumer Discretionary     |    86 |            16 |              1 |              5 |        89 |          65 |  11328642413 |  1351059000 |          4 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNI   |
| STX    | Seagate Technology                     | Information Technology     |    47 |            12 |              5 |              3 |        56 |          31 |  14113197720 |  1811000000 |          1 |         13 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX   |
| SEE    | Sealed Air                             | Materials                  |    43 |            21 |              1 |              2 |        51 |          41 |   8001938397 |   969700000 |          2 |         11 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEE   |
| SRE    | Sempra Energy                          | Utilities                  |   103 |            19 |              3 |              5 |       123 |         101 |  26163862235 |  3763000000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRE   |
| SHW    | Sherwin-Williams                       | Materials                  |   388 |            27 |              1 |             19 |       435 |         302 |  37730994828 |  2160668000 |          3 |         13 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW   |
| SIG    | Signet Jewelers                        | Consumer Discretionary     |    49 |             7 |              2 |              7 |        78 |          46 |   3034275549 |   852700000 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SIG   |
| SPG    | Simon Property Group Inc               | Real Estate                |   152 |            14 |              5 |              6 |       187 |         150 |  48139839531 |  4411515000 |          9 |         13 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG   |
| SWKS   | Skyworks Solutions                     | Information Technology     |    99 |            16 |              1 |              5 |       118 |          91 |  18493080922 |  1122900000 |          7 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS  |
| SLG    | SL Green Realty                        | Real Estate                |    91 |            14 |              3 |              1 |       115 |          91 |   8617714345 |   795889000 |          7 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLG   |
| SNA    | Snap-On Inc.                           | Consumer Discretionary     |   157 |            16 |              2 |              9 |       185 |         141 |   9499107736 |   982200000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA   |
| SO     | Southern Co.                           | Utilities                  |    43 |            16 |              5 |              3 |        54 |          43 |  43497224128 |  6012000000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO    |
| LUV    | Southwest Airlines                     | Industrials                |    56 |            16 |              1 |              6 |        67 |          50 |  34351211637 |  4533000000 |          2 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV   |
| SWK    | Stanley Black & Decker                 | Consumer Discretionary     |   153 |            21 |              2 |              8 |       177 |         121 |  24496399600 |  2264600000 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWK   |
| SBUX   | Starbucks Corp.                        | Consumer Discretionary     |    54 |            26 |              2 |              2 |        65 |          53 |  76548976000 |  7361500000 |          3 |         13 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX  |
| STT    | State Street Corp.                     | Financials                 |    99 |            15 |              2 |              5 |       114 |          75 |  38059113300 |           0 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STT   |
| SRCL   | Stericycle Inc                         | Industrials                |    71 |            16 |              0 |              2 |        88 |          61 |   6218560288 |   305085000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRCL  |
| SYK    | Stryker Corp.                          | Health Care                |   148 |            23 |              1 |              3 |       170 |         122 |  57509096756 |  2863000000 |          5 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYK   |
| STI    | SunTrust Banks                         | Financials                 |    66 |            16 |              2 |              4 |        72 |          52 |  32498948310 |           0 |          3 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STI   |
| SYMC   | Symantec Corp.                         | Information Technology     |    26 |            39 |              1 |              0 |        34 |          26 |  16520497264 |  1227000000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYMC  |
| SYF    | Synchrony Financial                    | Financials                 |    35 |            13 |              2 |              2 |        41 |          26 |  28893750000 |           0 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYF   |
| SNPS   | Synopsys Inc.                          | Information Technology     |    83 |            68 |              0 |              1 |        95 |          65 |  12767067883 |   579844000 |          6 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNPS  |
| SYY    | Sysco Corp.                            | Consumer Staples           |    57 |            23 |              2 |              2 |        64 |          49 |  30445320778 |  2988725000 |          1 |         13 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY   |
| TROW   | T. Rowe Price Group                    | Financials                 |   102 |            20 |              2 |              5 |       120 |          67 |  25810865035 |  2281400000 |          7 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TROW  |
| TPR    | Tapestry, Inc.                         | Consumer Discretionary     |    49 |             0 |              0 |              2 |        51 |          37 |  14247199374 |           0 |          4 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TPR   |
| TGT    | Target Corp.                           | Consumer Discretionary     |    71 |            14 |              3 |              5 |        79 |          49 |  39816696539 |  7105000000 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGT   |
| TEL    | TE Connectivity Ltd.                   | Information Technology     |    95 |            20 |              2 |              5 |       108 |          72 |  34983666316 |  2797000000 |          3 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL   |
| FTI    | TechnipFMC                             | Energy                     |    29 |            19 |              2 |              0 |        35 |          25 |  14163064455 |   540167833 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTI   |
| TXN    | Texas Instruments                      | Information Technology     |    98 |            24 |              2 |              4 |       121 |          75 | 100263000000 |  7013000000 |          7 |          9 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXN   |
| TXT    | Textron Inc.                           | Industrials                |    56 |            22 |              0 |              1 |        62 |          45 |  15254672353 |  1454000000 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXT   |
| BK     | The Bank of New York Mellon Corp.      | Financials                 |    53 |            15 |              2 |              4 |        59 |          45 |  56083904906 |           0 |          3 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK    |
| CLX    | The Clorox Company                     | Consumer Staples           |   128 |            23 |              3 |              5 |       150 |         124 |  16540418002 |  1295000000 |          3 |         22 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX   |
| COO    | The Cooper Companies                   | Health Care                |   223 |            23 |              0 |              8 |       256 |         187 |  11297958140 |   615700000 |          7 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COO   |
| HSY    | The Hershey Company                    | Consumer Staples           |    98 |            21 |              3 |              4 |       116 |          99 |  20867272020 |  1404123000 |          3 |         26 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSY   |
| MOS    | The Mosaic Company                     | Materials                  |    24 |            24 |              0 |              1 |        34 |          19 |   9726962131 |  1165100000 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS   |
| TRV    | The Travelers Companies Inc.           | Financials                 |   135 |            16 |              2 |              7 |       151 |         114 |  38903131815 |           0 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV   |
| DIS    | The Walt Disney Company                | Consumer Discretionary     |   101 |            18 |              2 |              6 |       116 |          96 | 157817000000 | 12544000000 |          4 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS   |
| TMO    | Thermo Fisher Scientific               | Health Care                |   199 |            22 |              0 |              6 |       226 |         152 |  83226586345 |  4751300000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO   |
| TIF    | Tiffany & Co.                          | Consumer Discretionary     |   100 |            27 |              2 |              4 |       111 |          78 |  12810515320 |   949500000 |          5 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TIF   |
| TWX    | Time Warner Inc.                       | Consumer Discretionary     |    93 |            15 |              2 |              7 |       104 |          86 |  74185800000 |  7671000000 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TWX   |
| TJX    | TJX Companies Inc.                     | Consumer Discretionary     |    74 |            21 |              2 |              3 |        81 |          66 |  48181450881 |  4600216000 |          2 |         10 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJX   |
| TMK    | Torchmark Corp.                        | Financials                 |    81 |            17 |              1 |              5 |        94 |          74 |   9614412169 |           0 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMK   |
| TSS    | Total System Services                  | Information Technology     |    81 |            26 |              1 |              3 |        90 |          51 |  15694951118 |  1097534000 |          3 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSS   |
| TSCO   | Tractor Supply Company                 | Consumer Discretionary     |    66 |            20 |              2 |              3 |        83 |          50 |   8459271203 |   859519000 |          1 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSCO  |
| TDG    | TransDigm Group                        | Industrials                |   283 |            24 |              0 |              8 |       321 |         204 |  15241203731 |  1635916000 |          4 |          0 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TDG   |
| TRIP   | TripAdvisor                            | Consumer Discretionary     |    40 |            58 |              0 |              1 |        53 |          30 |   5700998508 |   234000000 |          5 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRIP  |
| FOXA   | Twenty-First Century Fox Class A       | Consumer Discretionary     |    35 |            18 |              1 |              2 |        39 |          25 |  44027094922 |  5280000000 |          2 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOXA  |
| FOX    | Twenty-First Century Fox Class B       | Consumer Discretionary     |    34 |            18 |              1 |              2 |        39 |          24 |  66135313503 |  5280000000 |          3 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX   |
| TSN    | Tyson Foods                            | Consumer Staples           |    74 |            14 |              2 |              5 |        85 |          57 |  26957526800 |  2521000000 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN   |
| USB    | U.S. Bancorp                           | Financials                 |    53 |            15 |              2 |              4 |        59 |          50 |  90940115897 |           0 |          4 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=USB   |
| UDR    | UDR Inc                                | Real Estate                |    33 |            18 |              4 |              1 |        41 |          33 |   9050154422 |   665141000 |         12 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UDR   |
| ULTA   | Ulta Salon Cosmetics & Fragrance Inc   | Consumer Discretionary     |   209 |            32 |              0 |              7 |       315 |         188 |  13300000127 |  1002093000 |          3 |          8 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULTA  |
| UAA    | Under Armour Class A                   | Consumer Discretionary     |    13 |            32 |              0 |              0 |        23 |          11 |   5856913571 |   399277000 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAA   |
| UA     | Under Armour Class C                   | Consumer Discretionary     |    12 |            29 |              0 |              0 |        22 |          10 |   5366628950 |   399277000 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UA    |
| UNP    | Union Pacific                          | Industrials                |   125 |            22 |              2 |             14 |       143 |         101 | 101513000000 | 10169000000 |          5 |          0 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNP   |
| UAL    | United Continental Holdings            | Industrials                |    63 |             9 |              0 |              7 |        83 |          57 |  19363059152 |  5929000000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL   |
| UNH    | United Health Group Inc.               | Health Care                |   216 |            21 |              1 |             11 |       251 |         156 | 218835000000 | 17454000000 |          1 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH   |
| UPS    | United Parcel Service                  | Industrials                |   109 |            18 |              3 |              6 |       136 |         102 |  96436356833 |  7919000000 |          1 |         65 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPS   |
| URI    | United Rentals, Inc.                   | Industrials                |   162 |            16 |              0 |             16 |       189 |         101 |  14654954091 |  2760000000 |          2 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI   |
| UTX    | United Technologies                    | Industrials                |   127 |            19 |              2 |              6 |       139 |         107 | 105387000000 | 10584000000 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UTX   |
| UHS    | Universal Health Services, Inc.        | Health Care                |   115 |            15 |              0 |              7 |       130 |          95 |  11116075286 |  1676204000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS   |
| UNM    | Unum Group                             | Financials                 |    48 |            12 |              2 |              4 |        59 |          44 |  11256432318 |           0 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNM   |
| VFC    | V.F. Corp.                             | Consumer Discretionary     |    79 |            26 |              2 |              3 |        83 |          48 |  31797645904 |  1624441000 |          4 |          8 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFC   |
| VLO    | Valero Energy                          | Energy                     |    87 |            19 |              4 |              9 |       100 |          61 |  39312309113 |  5401000000 |          0 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO   |
| VAR    | Varian Medical Systems                 | Health Care                |   113 |            30 |              0 |              3 |       130 |          78 |  10692681720 |   500600000 |          4 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VAR   |
| VTR    | Ventas Inc                             | Real Estate                |    51 |            12 |              6 |              2 |        72 |          52 |  18865999082 |  1935931000 |          7 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR   |
| VRSN   | Verisign Inc.                          | Information Technology     |   106 |            30 |              0 |              3 |       118 |          81 |  10754983829 |   767864000 |         12 |         11 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN  |
| VRSK   | Verisk Analytics                       | Industrials                |    92 |            29 |              0 |              3 |       101 |          76 |  15594677147 |  1011200000 |         10 |          9 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK  |
| VZ     | Verizon Communications                 | Telecommunication Services |    49 |            13 |              5 |              7 |        55 |          43 | 208092000000 | 45745000000 |          2 |          8 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ    |
| VRTX   | Vertex Pharmaceuticals Inc             | Health Care                |   152 |           253 |              0 |              1 |       175 |          84 |  39369386348 |    97562000 |         16 |         22 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX  |
| VIAB   | Viacom Inc.                            | Consumer Discretionary     |    33 |             9 |              3 |              5 |        47 |          22 |  10601008017 |  5600000000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIAB  |
| V      | Visa Inc.                              | Information Technology     |   114 |            33 |              1 |              3 |       127 |          85 | 270039000000 | 13086000000 |         14 |          9 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V     |
| VNO    | Vornado Realty Trust                   | Real Estate                |    66 |            16 |              4 |              4 |       112 |          66 |  12778779911 |           0 |          7 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO   |
| VMC    | Vulcan Materials                       | Materials                  |   121 |            41 |              1 |              3 |       141 |         109 |  16964162228 |   970976000 |          6 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC   |
| WMT    | Wal-Mart Stores                        | Consumer Staples           |   100 |            23 |              2 |              4 |       110 |          67 | 304681000000 | 30721000000 |          1 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT   |
| WBA    | Walgreens Boots Alliance               | Consumer Staples           |    68 |            13 |              2 |              4 |        88 |          64 |  70862541911 |  7083000000 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA   |
| WM     | Waste Management Inc.                  | Industrials                |    79 |            25 |              2 |              3 |        90 |          70 |  35488486675 |  3896000000 |          3 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM    |
| WAT    | Waters Corporation                     | Health Care                |   192 |            27 |              0 |              0 |       220 |         146 |  16064078572 |   773932000 |          7 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT   |
| WEC    | Wec Energy Group Inc                   | Utilities                  |    60 |            20 |              4 |              4 |        70 |          57 |  18890296993 |  2736500000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC   |
| WFC    | Wells Fargo                            | Financials                 |    55 |            14 |              3 |              4 |        66 |          49 | 281464000000 |           0 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC   |
| HCN    | Welltower Inc.                         | Real Estate                |    55 |            13 |              6 |              3 |        78 |          55 |  20943679019 |  1908253000 |          7 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCN   |
| WDC    | Western Digital                        | Information Technology     |    80 |            10 |              2 |              1 |        96 |          71 |  24760297793 |  5169000000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC   |
| WU     | Western Union Co                       | Information Technology     |    19 |            10 |              4 |              1 |        22 |          18 |   8951609207 |   694600000 |          2 |         13 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WU    |
| WRK    | WestRock Company                       | Materials                  |    61 |            23 |              3 |              3 |        72 |          49 |  16433340688 |  2262300000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRK   |
| WY     | Weyerhaeuser Corp.                     | Real Estate                |    34 |            34 |              4 |              1 |        38 |          31 |  26070297960 |  1365000000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY    |
| WHR    | Whirlpool Corp.                        | Consumer Discretionary     |   165 |            12 |              3 |              5 |       203 |         159 |  12177920000 |  1842000000 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR   |
| WMB    | Williams Cos.                          | Energy                     |    29 |            48 |              4 |             -1 |        34 |          27 |  24802396470 |  3955000000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB   |
